scope,grid_x,grid_y,placed_primitives,representative_tile
"accelerator_core",51,143,15,"CLBLL_R_X19Y62"
"accelerator_core",51,144,13,"CLBLL_R_X19Y61"
"accelerator_core",51,145,16,"CLBLL_R_X19Y60"
"accelerator_core",51,146,13,"CLBLL_R_X19Y59"
"accelerator_core",51,147,17,"CLBLL_R_X19Y58"
"accelerator_core",51,148,18,"CLBLL_R_X19Y57"
"accelerator_core",51,149,22,"CLBLL_R_X19Y56"
"accelerator_core",51,150,5,"CLBLL_R_X19Y55"
"accelerator_core",51,151,14,"CLBLL_R_X19Y54"
"accelerator_core",51,152,14,"CLBLL_R_X19Y53"
"accelerator_core",51,153,14,"CLBLL_R_X19Y52"
"accelerator_core",51,154,14,"CLBLL_R_X19Y51"
"accelerator_core",51,155,14,"CLBLL_R_X19Y50"
"accelerator_core",51,157,16,"CLBLL_R_X19Y49"
"accelerator_core",51,158,18,"CLBLL_R_X19Y48"
"accelerator_core",51,159,9,"CLBLL_R_X19Y47"
"accelerator_core",51,161,3,"CLBLL_R_X19Y45"
"accelerator_core",51,164,1,"CLBLL_R_X19Y42"
"accelerator_core",51,169,2,"CLBLL_R_X19Y37"
"accelerator_core",51,88,9,"CLBLL_R_X19Y115"
"accelerator_core",51,89,9,"CLBLL_R_X19Y114"
"accelerator_core",51,90,11,"CLBLL_R_X19Y113"
"accelerator_core",51,91,11,"CLBLL_R_X19Y112"
